CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,ZeroBalance,CreditScoreCategory,ZeroBalanceFlag,InactiveWithBalance,BalanceToSalaryRatio,ProductDiversity,HighRiskGeography,AccountHealthScore,SeniorCustomer,Geography_Germany,Geography_Spain,AgeGroup_Senior,AgeGroup_Young,Tenure_Loyal,Tenure_New,BalanceCat_1-50K,BalanceCat_50K-100K,BalanceCat_100K-150K,BalanceCat_150K+,ActiveBalCat_Active + Zero Balance,ActiveBalCat_Inactive + Has Balance,ActiveBalCat_Inactive + Zero Balance
1.0585679962327537,1,1.7150864751417092,0.6847228671904925,-1.2260588112551243,1,1,0,1.0420839163089097,1,4,1,0,-0.036842677485864034,1,0,1,1,False,False,True,False,True,False,False,False,False,False,False,False,True
0.9136260470676537,1,-0.6599354738591133,-0.6962018035157382,0.41328769048473846,1,1,0,-0.6235563523471637,0,3,0,1,-0.02254007533649572,1,1,2,0,True,False,False,False,False,False,False,False,True,False,False,True,False
1.079273988970625,0,-0.1849310840589488,-1.7318953065454112,0.601687477508064,2,1,1,0.3081277876179915,0,4,0,0,-0.028151820370854765,2,1,4,0,True,False,False,False,False,True,False,False,True,False,False,False,False
-0.9292073066029032,1,-0.1849310840589488,-0.005739468162622887,-1.2260588112551243,2,1,0,-0.29019914025725074,1,1,1,0,-0.036842677485864034,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0.4270352177276753,1,0.955079451461446,0.33949169951393476,0.5483183246869626,2,0,1,0.13504223619953618,0,3,0,0,-0.027626577388101255,2,1,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False
0.08538633755279673,0,-0.0899302060989159,1.3751852025436078,-1.2260588112551243,2,1,1,0.5769664039622224,1,2,1,0,-0.036842677485864034,2,0,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False
1.3588048909318895,1,-0.46993371793904753,1.3751852025436078,-1.2260588112551243,1,1,0,1.4527825105196757,1,4,1,0,-0.036842677485864034,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True
-1.0845022521369387,1,-1.4199424975393766,1.0299540348670502,1.2832509502453369,1,1,1,0.4474014051992643,0,1,0,0,-0.025670865027862533,1,0,3,0,False,False,False,True,True,False,False,False,False,True,False,False,False
1.0896269853395608,1,0.1950724277811828,-1.0414329711922958,0.7714237918457862,2,0,1,-0.918128276754893,0,4,0,0,-0.013165984945240522,2,1,3,0,True,False,False,False,False,True,False,False,True,False,False,False,False
0.35456424314512525,1,-0.46993371793904753,0.33949169951393476,0.11048596853883887,1,0,0,-1.5709946498065963,0,3,0,1,0.04035755936236426,1,0,1,0,False,True,False,False,True,False,False,True,False,False,False,True,False
-1.2397971976709745,0,1.3350829633015777,-0.005739468162622887,0.8228370281392013,1,1,0,0.7285805253324275,0,1,0,1,-0.028759901471357364,1,0,2,1,False,False,True,False,False,False,False,False,True,False,False,True,False
-0.9395603029718389,0,-0.7549363518191462,-0.6962018035157382,0.6221688209097976,1,1,0,-1.0452199420376103,0,1,0,1,-0.01092521667232541,1,0,2,0,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8515080688540395,0,-0.7549363518191462,1.3751852025436078,0.41588134655813647,1,1,1,0.27403503100907484,0,3,0,0,-0.02890313234014821,1,0,3,0,False,True,False,False,True,False,False,False,True,False,False,False,False
0.24068128308683243,0,-1.1349398636592778,-0.35097063583918053,0.5648128729472812,1,0,1,-1.3553559016904304,0,3,0,0,0.008542098057835661,1,1,2,0,True,False,False,True,False,False,False,False,True,False,False,False,False
-0.06990860798123896,1,-0.1849310840589488,1.3751852025436078,-1.2260588112551243,2,1,1,-0.05734979356359092,1,2,1,0,-0.036842677485864034,2,0,3,0,False,True,False,False,True,False,False,False,False,False,True,False,False
0.4580942068344824,1,-0.6599354738591133,1.3751852025436078,-1.2260588112551243,3,0,1,-1.0674234299572694,1,3,1,0,-0.036842677485864034,3,0,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False
1.0275090071259465,1,0.2900733057412157,1.0299540348670502,1.2111939259440312,2,1,0,-0.5413326657520212,0,4,0,1,-0.01703783751884865,2,1,3,0,True,False,False,False,True,False,False,False,False,True,False,True,False
1.0689209926016894,1,-0.3749328399790146,0.33949169951393476,0.3564267812231974,2,0,1,0.11138771434319664,0,4,0,0,-0.02851821910866552,2,1,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False
0.9653910289123323,1,-0.46993371793904753,-0.6962018035157382,-1.2260588112551243,2,1,0,-1.2643384505861321,1,4,1,0,-0.036842677485864034,2,0,2,0,False,True,False,False,False,False,False,False,False,False,False,False,True
-0.6496764046416389,0,-1.6099442534594424,1.3751852025436078,-0.1477253510906093,1,1,1,1.112894337534088,0,2,0,0,-0.03316185395017138,1,0,3,0,False,True,False,True,True,False,False,True,False,False,False,False,False
0.4684472032034181,1,0.4800750616612815,1.0299540348670502,1.372569961208181,1,0,0,-0.4215540789478701,0,3,0,1,-0.017645518025115825,1,0,1,0,False,False,False,False,True,False,False,False,False,True,False,True,False
1.2759809199804037,0,1.2400820853415448,-1.0414329711922958,-0.3178308577150511,1,1,0,0.23609116509760217,0,4,0,1,-0.03236662659213062,1,0,2,1,False,False,True,False,False,True,False,True,False,False,False,True,False
0.5512711741549038,1,-0.7549363518191462,-1.7318953065454112,-1.2260588112551243,2,1,0,1.4530837409089827,1,3,1,0,-0.036842677485864034,2,0,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0.7479781051646823,1,0.8600785735014131,0.6847228671904925,-1.2260588112551243,2,1,1,0.8889308512647864,1,3,1,0,-0.036842677485864034,2,0,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False
